,system,doc,doc_id,seg_id,rater,src,mt,ref,score,zscore
57,VolcTrans-AT,abcnews.420140,5,5,rater10,The Afghan government did not respond Sunday to requests by The Associated Press for comment.,Die afghanische Regierung hat am Sonntag nicht auf Anfragen von The Associated Press nach einem Kommentar reagiert.,Die afghanische Regierung antwortete am Sonntag nicht auf die Anfrage der „The Associated Press“ für ein Kommentar.,0,0.6880714609108152
58,VolcTrans-GLAT,abcnews.420140,5,5,rater1,The Afghan government did not respond Sunday to requests by The Associated Press for comment.,Die afghanische Regierung reagierte am Sonntag nicht auf Anfragen von The Associated Press nach einem Kommentar.,Die afghanische Regierung antwortete am Sonntag nicht auf die Anfrage der „The Associated Press“ für ein Kommentar.,0,0.31342974724568423
59,eTranslation,abcnews.420140,5,5,rater12,The Afghan government did not respond Sunday to requests by The Associated Press for comment.,Die afghanische Regierung reagierte am Sonntag nicht auf Anfragen von The Associated Press für einen Kommentar.,Die afghanische Regierung antwortete am Sonntag nicht auf die Anfrage der „The Associated Press“ für ein Kommentar.,-2,-0.015189807505396759
60,metricsystem1,abcnews.420140,5,5,rater13,The Afghan government did not respond Sunday to requests by The Associated Press for comment.,Die afghanische Regierung reagierte am Sonntag nicht auf Anfragen von The Associated Press nach Kommentaren.,Die afghanische Regierung antwortete am Sonntag nicht auf die Anfrage der „The Associated Press“ für ein Kommentar.,0,0.9384013881445971
61,metricsystem2,abcnews.420140,5,5,rater1,The Afghan government did not respond Sunday to requests by The Associated Press for comment.,Die afghanische Regierung antwortete am Sonntag nicht auf Anfragen von The Associated Press nach Kommentaren.,Die afghanische Regierung antwortete am Sonntag nicht auf die Anfrage der „The Associated Press“ für ein Kommentar.,-1,-0.3104292231396226
62,metricsystem3,abcnews.420140,5,5,rater2,The Afghan government did not respond Sunday to requests by The Associated Press for comment.,Die afghanische Regierung reagierte am Sonntag nicht auf Anfragen von The Associated Press nach Kommentaren.,Die afghanische Regierung antwortete am Sonntag nicht auf die Anfrage der „The Associated Press“ für ein Kommentar.,0,0.5824308458428316
63,metricsystem4,abcnews.420140,5,5,rater2,The Afghan government did not respond Sunday to requests by The Associated Press for comment.,Die afghanische Regierung reagierte am Sonntag nicht auf Anfragen von The Associated Press nach Kommentaren.,Die afghanische Regierung antwortete am Sonntag nicht auf die Anfrage der „The Associated Press“ für ein Kommentar.,0,0.5824308458428316
64,metricsystem5,abcnews.420140,5,5,rater6,The Afghan government did not respond Sunday to requests by The Associated Press for comment.,Die afghanische Regierung antwortete am Sonntag nicht auf Anfragen von The Associated Press nach einem Kommentar.,Die afghanische Regierung antwortete am Sonntag nicht auf die Anfrage der „The Associated Press“ für ein Kommentar.,0,0.6319180223880377
65,Facebook-AI,abcnews.420140,6,6,rater2,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","In dem Bericht heißt es, dass der IS in Afghanistan, bekannt als IS in der Provinz Khorasan, sowohl von afghanischen Sicherheitskräften als auch von US- und NATO-Truppen und gelegentlich sogar von den afghanischen Taliban schwer getroffen wurde.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",0,0.5824308458428316
66,HuaweiTSC,abcnews.420140,6,6,rater6,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","Dem Bericht zufolge wurde der IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften sowie US- und NATO-Streitkräften und gelegentlich sogar von den afghanischen Taliban hart getroffen.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",0,0.6319180223880377
67,Nemo,abcnews.420140,6,6,rater7,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","Dem Bericht zufolge wurde der IS in Afghanistan, bekannt als IS in der Provinz Chorasan, von afghanischen Sicherheitskräften sowie US- und NATO-Kräften und gelegentlich sogar von den afghanischen Taliban hart getroffen.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",0,1.0346245005665877
68,Online-W,abcnews.420140,6,6,rater9,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","Der Bericht besagt, dass der IS in Afghanistan, bekannt als IS in der Provinz Khorasan, sowohl von den afghanischen Sicherheitskräften als auch von den US- und NATO-Truppen und sogar gelegentlich von den afghanischen Taliban hart angegriffen wurde.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",0,0.7803292763959668
69,UEdin,abcnews.420140,6,6,rater2,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","Der Bericht sagte, dass der IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften sowie US- und NATO-Streitkräften und sogar gelegentlich von den afghanischen Taliban schwer getroffen wurde.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",0,0.5824308458428316
70,VolcTrans-AT,abcnews.420140,6,6,rater10,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","Der Bericht besagt, dass der IS in Afghanistan, bekannt als IS in der Provinz Chorasan, sowohl von afghanischen Sicherheitskräften als auch von US- und NATO-Streitkräften und sogar gelegentlich von den afghanischen Taliban hart getroffen wurde.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",0,0.6880714609108152
71,VolcTrans-GLAT,abcnews.420140,6,6,rater1,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","Dem Bericht zufolge wurde der IS in Afghanistan, der als IS in der Provinz Khorasan bekannt ist, sowohl von afghanischen Sicherheitskräften als auch von US- und NATO-Truppen und sogar gelegentlich von den afghanischen Taliban schwer getroffen.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",0,0.31342974724568423
72,eTranslation,abcnews.420140,6,6,rater12,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","Der Bericht sagte, dass der IS in Afghanistan, bekannt als IS in der Provinz Khorasan, hart von afghanischen Sicherheitskräften sowie US- und NATO-Streitkräften und sogar gelegentlich von den afghanischen Taliban getroffen wurde.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",-2,-0.015189807505396759
73,metricsystem1,abcnews.420140,6,6,rater13,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","Dem Bericht zufolge wurde der IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften sowie US- und NATO-Streitkräften und gelegentlich sogar von den afghanischen Taliban hart getroffen.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",0,0.9384013881445971
74,metricsystem2,abcnews.420140,6,6,rater1,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","Dem Bericht zufolge wurde der IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften sowie US- und NATO-Streitkräften und gelegentlich sogar von den afghanischen Taliban schwer getroffen.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",0,0.31342974724568423
75,metricsystem3,abcnews.420140,6,6,rater2,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","In dem Bericht heißt es, dass der IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften sowie US- und NATO-Streitkräften und gelegentlich sogar von den afghanischen Taliban schwer getroffen wurde.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",0,0.5824308458428316
76,metricsystem4,abcnews.420140,6,6,rater2,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","Dem Bericht zufolge wurde der IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften sowie US- und NATO-Streitkräften und gelegentlich sogar von den afghanischen Taliban hart getroffen.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",0,0.5824308458428316
77,metricsystem5,abcnews.420140,6,6,rater6,"The report said IS in Afghanistan, known as IS in Khorasan province, has been hit hard by Afghan security forces as well as US and NATO forces, and even on occasion by the Afghan Taliban.","In dem Bericht heißt es, der IS in Afghanistan, bekannt als IS in der Provinz Khorasan, wurde von afghanischen Sicherheitskräften sowie US- und NATO-Streitkräften und gelegentlich sogar von den afghanischen Taliban hart getroffen.","Der Bericht besagte, dass die IS in Afghanistan, bekannt als IS in der Provinz Khorasan, von afghanischen Sicherheitskräften, US- und NATO-Militär hart getroffen wurde, vereinzelt sogar von den afghanischen Taliban.",0,0.6319180223880377
78,Facebook-AI,abcnews.420140,7,7,rater2,"The report was prepared by the UN analytical and sanctions monitoring team, which tracks terrorist groups around the world.","Der Bericht wurde vom Analyse- und Sanktionsüberwachungsteam der Vereinten Nationen erstellt, das terroristische Gruppen auf der ganzen Welt verfolgt.","Der Bericht wurde vom analytischen und Sanktionen überwachenden Team der UN, welches terroristische Gruppen auf der ganzen Welt verfolgt, vorbereitet.",0,0.5824308458428316
79,HuaweiTSC,abcnews.420140,7,7,rater2,"The report was prepared by the UN analytical and sanctions monitoring team, which tracks terrorist groups around the world.","Der Bericht wurde vom UN-Analyse- und Sanktionsüberwachungsteam erstellt, das terroristische Gruppen auf der ganzen Welt verfolgt.","Der Bericht wurde vom analytischen und Sanktionen überwachenden Team der UN, welches terroristische Gruppen auf der ganzen Welt verfolgt, vorbereitet.",0,0.5824308458428316
80,Nemo,abcnews.420140,7,7,rater7,"The report was prepared by the UN analytical and sanctions monitoring team, which tracks terrorist groups around the world.","Der Bericht wurde von dem Analyse- und Sanktionsbeobachtungsteam der Vereinten Nationen erstellt, das Terrorgruppen auf der ganzen Welt verfolgt.","Der Bericht wurde vom analytischen und Sanktionen überwachenden Team der UN, welches terroristische Gruppen auf der ganzen Welt verfolgt, vorbereitet.",-6,-0.1963734887760946
81,Online-W,abcnews.420140,7,7,rater9,"The report was prepared by the UN analytical and sanctions monitoring team, which tracks terrorist groups around the world.","Der Bericht wurde vom U.N.-Analyse- und Sanktionsüberwachungsteam erstellt, das terroristische Gruppen auf der ganzen Welt verfolgt.","Der Bericht wurde vom analytischen und Sanktionen überwachenden Team der UN, welches terroristische Gruppen auf der ganzen Welt verfolgt, vorbereitet.",-1,0.4109228254705306
82,UEdin,abcnews.420140,7,7,rater2,"The report was prepared by the UN analytical and sanctions monitoring team, which tracks terrorist groups around the world.","Der Bericht wurde vom Analyse- und Sanktionsüberwachungsteam der Vereinten Nationen erstellt, das terroristische Gruppen auf der ganzen Welt verfolgt.","Der Bericht wurde vom analytischen und Sanktionen überwachenden Team der UN, welches terroristische Gruppen auf der ganzen Welt verfolgt, vorbereitet.",0,0.5824308458428316
